epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,6975.18,1.70448,1.40081,1.54714,0.72933,0.59106,0.64289,0.29955,1.87198,1.42739,1.77655,0.000305805,0.000305805,0.000305805
17,7410.62,1.70556,1.39843,1.54874,0.74882,0.59024,0.65273,0.30371,1.85106,1.4043,1.75424,0.000297192,0.000297192,0.000297192
18,7851.4,1.69868,1.37687,1.53682,0.76355,0.60928,0.65854,0.31292,1.82899,1.38698,1.73537,0.000288579,0.000288579,0.000288579
19,8287.53,1.67947,1.37845,1.54151,0.73705,0.61676,0.65857,0.31185,1.82405,1.37346,1.75582,0.000279966,0.000279966,0.000279966
20,8720.98,1.67334,1.34444,1.52466,0.75699,0.60955,0.66032,0.308,1.85,1.35735,1.76651,0.000271353,0.000271353,0.000271353
21,9152.53,1.66333,1.3357,1.51305,0.74599,0.62411,0.65986,0.30592,1.84917,1.36863,1.76224,0.00026274,0.00026274,0.00026274
22,9584.43,1.67197,1.33783,1.52421,0.75198,0.62727,0.65921,0.30448,1.87722,1.35274,1.77197,0.000254127,0.000254127,0.000254127
23,10017.6,1.65631,1.32523,1.52831,0.76569,0.60882,0.66539,0.3126,1.86117,1.34142,1.76807,0.000245514,0.000245514,0.000245514
24,10448.4,1.64005,1.3156,1.5246,0.7558,0.63286,0.67041,0.31587,1.83512,1.33395,1.74489,0.000236901,0.000236901,0.000236901
25,10886,1.64743,1.29296,1.50191,0.76638,0.62371,0.67025,0.31529,1.84287,1.32618,1.7627,0.000228288,0.000228288,0.000228288
26,11314,1.64744,1.29638,1.50838,0.77806,0.61564,0.67429,0.32088,1.82345,1.32945,1.7454,0.000219675,0.000219675,0.000219675
27,11746.5,1.6307,1.29811,1.50628,0.77242,0.61871,0.67466,0.31299,1.85508,1.33109,1.76929,0.000211062,0.000211062,0.000211062
28,12176.7,1.62614,1.27262,1.48964,0.76168,0.6372,0.67903,0.32044,1.83708,1.30319,1.74638,0.000202449,0.000202449,0.000202449
29,12604.4,1.62922,1.26965,1.49437,0.75617,0.62691,0.66633,0.30814,1.86024,1.32789,1.76323,0.000193836,0.000193836,0.000193836
30,13032.9,1.63074,1.27285,1.49871,0.76065,0.63615,0.67486,0.31226,1.85719,1.31217,1.76534,0.000185223,0.000185223,0.000185223
31,13462.9,1.61042,1.24287,1.47529,0.76993,0.6252,0.67337,0.31132,1.86301,1.30808,1.7738,0.00017661,0.00017661,0.00017661
32,13893.6,1.60885,1.23285,1.48036,0.76845,0.63249,0.68138,0.32555,1.80565,1.29049,1.72464,0.000167997,0.000167997,0.000167997
33,14328.8,1.60051,1.23021,1.47293,0.7583,0.64135,0.6778,0.31099,1.88373,1.30236,1.78009,0.000159384,0.000159384,0.000159384
34,14762.7,1.60279,1.22815,1.47197,0.77177,0.64372,0.68845,0.32498,1.82974,1.27178,1.74924,0.000150771,0.000150771,0.000150771
35,15192,1.60265,1.21767,1.47633,0.76232,0.63508,0.67846,0.31461,1.86038,1.29194,1.78015,0.000142158,0.000142158,0.000142158
36,15622.4,1.58915,1.1989,1.45734,0.7731,0.63351,0.68332,0.32177,1.83036,1.27157,1.74619,0.000133545,0.000133545,0.000133545
37,16050.3,1.59051,1.21096,1.46862,0.78861,0.62937,0.68578,0.31842,1.84478,1.27591,1.76058,0.000124932,0.000124932,0.000124932
38,16479.9,1.57934,1.20122,1.46613,0.763,0.64254,0.68278,0.31865,1.85323,1.27534,1.7612,0.000116319,0.000116319,0.000116319
39,16911.1,1.57408,1.19061,1.46428,0.77788,0.65333,0.69396,0.32674,1.83007,1.26314,1.74363,0.000107706,0.000107706,0.000107706
40,17345.4,1.56894,1.17693,1.45612,0.7854,0.63329,0.68858,0.32466,1.83333,1.26551,1.76079,9.9093e-05,9.9093e-05,9.9093e-05
41,17762.6,1.60808,1.19853,1.54586,0.78631,0.63217,0.68063,0.31421,1.84638,1.28993,1.76798,9.048e-05,9.048e-05,9.048e-05
42,18178.8,1.59178,1.16318,1.52319,0.77219,0.63751,0.68724,0.31887,1.84921,1.27126,1.76183,8.1867e-05,8.1867e-05,8.1867e-05
43,18595.1,1.58606,1.15996,1.52005,0.76841,0.64571,0.68801,0.3243,1.84495,1.25837,1.76438,7.3254e-05,7.3254e-05,7.3254e-05
44,19011.4,1.575,1.14052,1.50857,0.78091,0.6374,0.68551,0.31651,1.86559,1.27025,1.78009,6.4641e-05,6.4641e-05,6.4641e-05
45,19429.2,1.57352,1.12711,1.49877,0.78119,0.63924,0.69131,0.32208,1.85041,1.26164,1.77663,5.6028e-05,5.6028e-05,5.6028e-05
46,19845.8,1.56931,1.13008,1.50951,0.78133,0.64,0.68722,0.31671,1.85976,1.26692,1.77678,4.7415e-05,4.7415e-05,4.7415e-05
47,20263.4,1.56998,1.1242,1.4955,0.77765,0.646,0.68942,0.31976,1.85406,1.25821,1.77339,3.8802e-05,3.8802e-05,3.8802e-05
48,20680,1.56059,1.11827,1.50083,0.77705,0.64105,0.68523,0.31929,1.85022,1.25614,1.76912,3.0189e-05,3.0189e-05,3.0189e-05
49,21096.2,1.55213,1.10874,1.48609,0.77794,0.64615,0.689,0.31752,1.86106,1.25799,1.7803,2.1576e-05,2.1576e-05,2.1576e-05
50,21512,1.55181,1.10505,1.48583,0.77875,0.64589,0.69011,0.31986,1.8561,1.25278,1.77569,1.2963e-05,1.2963e-05,1.2963e-05
