epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,14133.4,1.66321,1.31056,1.51581,0.74939,0.63616,0.67377,0.31962,1.83743,1.32277,1.75851,0.000327337,0.000327337,0.000327337
27,14670.9,1.63948,1.3055,1.51204,0.7734,0.62243,0.67757,0.31638,1.85887,1.3125,1.76046,0.000323031,0.000323031,0.000323031
28,15229.7,1.64086,1.28051,1.49619,0.76721,0.63474,0.67707,0.31722,1.85847,1.31658,1.76187,0.000318725,0.000318725,0.000318725
29,15810.4,1.64398,1.27638,1.50228,0.75703,0.62111,0.6692,0.31602,1.838,1.32833,1.75194,0.000314418,0.000314418,0.000314418
30,16459,1.64506,1.27987,1.50789,0.78151,0.62158,0.66876,0.3159,1.85919,1.2995,1.75807,0.000310111,0.000310111,0.000310111
31,17159.7,1.62401,1.25582,1.48598,0.76523,0.61915,0.66681,0.30151,1.8875,1.30934,1.79179,0.000305805,0.000305805,0.000305805
32,17901.6,1.62427,1.24916,1.49386,0.76663,0.62342,0.6736,0.3234,1.81625,1.28402,1.74443,0.000301498,0.000301498,0.000301498
33,18607.9,1.6197,1.23873,1.48237,0.77037,0.62255,0.66631,0.30305,1.89989,1.31365,1.79946,0.000297192,0.000297192,0.000297192
34,19182.3,1.62054,1.23827,1.48222,0.74349,0.6449,0.6796,0.31887,1.82579,1.29061,1.75176,0.000292885,0.000292885,0.000292885
35,19738.2,1.61423,1.22464,1.48282,0.7608,0.63538,0.67409,0.31681,1.83765,1.28392,1.7661,0.000288579,0.000288579,0.000288579
36,20290.5,1.60881,1.20796,1.46828,0.75376,0.62144,0.66674,0.30883,1.88242,1.31811,1.7831,0.000284272,0.000284272,0.000284272
37,20888.2,1.59897,1.22027,1.47759,0.76673,0.62722,0.67587,0.31109,1.87727,1.29215,1.77897,0.000279966,0.000279966,0.000279966
38,21494.4,1.60371,1.20869,1.47547,0.76642,0.63494,0.67847,0.31939,1.8767,1.28629,1.76934,0.00027566,0.00027566,0.00027566
39,22273.1,1.59323,1.20216,1.47364,0.75946,0.63197,0.6851,0.32419,1.83394,1.2697,1.7507,0.000271353,0.000271353,0.000271353
40,23105.9,1.58963,1.18457,1.46597,0.75378,0.64512,0.68112,0.31398,1.87129,1.29362,1.77295,0.000267047,0.000267047,0.000267047
41,23669,1.59261,1.1758,1.45787,0.76802,0.65151,0.68759,0.32808,1.83445,1.25554,1.75561,0.00026274,0.00026274,0.00026274
42,24222.1,1.58741,1.17879,1.45931,0.77582,0.63375,0.68352,0.31446,1.88605,1.2619,1.79146,0.000258434,0.000258434,0.000258434
43,24763,1.58428,1.17808,1.46084,0.79147,0.62298,0.67323,0.31049,1.89119,1.27446,1.79486,0.000254127,0.000254127,0.000254127
44,25307.7,1.58152,1.17432,1.46301,0.77981,0.63716,0.67886,0.316,1.86611,1.27138,1.7771,0.00024982,0.00024982,0.00024982
45,25843.5,1.59383,1.16543,1.45403,0.7826,0.6257,0.67848,0.3128,1.87988,1.27806,1.77673,0.000245514,0.000245514,0.000245514
46,26372.1,1.59355,1.17155,1.46274,0.7704,0.63294,0.67438,0.32207,1.84789,1.26155,1.7635,0.000241207,0.000241207,0.000241207
47,26909.5,1.57755,1.16718,1.46555,0.78289,0.6369,0.68181,0.32534,1.84323,1.24586,1.75966,0.000236901,0.000236901,0.000236901
48,27449.6,1.55417,1.15018,1.44001,0.76163,0.64111,0.68108,0.31709,1.87958,1.25524,1.7902,0.000232595,0.000232595,0.000232595
49,28001.8,1.56318,1.13908,1.4464,0.76486,0.64334,0.68712,0.31819,1.87486,1.25687,1.79555,0.000228288,0.000228288,0.000228288
50,28550.4,1.55755,1.12862,1.44024,0.77553,0.63728,0.68594,0.31732,1.87767,1.24924,1.78286,0.000223982,0.000223982,0.000223982
51,29104.6,1.56485,1.15169,1.44987,0.78154,0.62868,0.6765,0.31053,1.89564,1.24713,1.79358,0.000219675,0.000219675,0.000219675
52,29645.6,1.55383,1.12819,1.44392,0.78296,0.63969,0.68256,0.31496,1.86907,1.2599,1.78395,0.000215368,0.000215368,0.000215368
53,30201.8,1.54703,1.12423,1.44106,0.76946,0.64344,0.68112,0.32003,1.86791,1.24214,1.78509,0.000211062,0.000211062,0.000211062
54,30746.5,1.55418,1.12492,1.44337,0.77581,0.64302,0.68377,0.32114,1.87331,1.24214,1.7812,0.000206755,0.000206755,0.000206755
55,31284.4,1.54162,1.11956,1.45271,0.76532,0.63192,0.67376,0.31398,1.88203,1.24835,1.79412,0.000202449,0.000202449,0.000202449
56,31830.1,1.55141,1.11608,1.44617,0.77002,0.64505,0.68494,0.31908,1.86429,1.24158,1.7892,0.000198142,0.000198142,0.000198142
57,32388.4,1.52651,1.1106,1.43339,0.77601,0.6361,0.68598,0.32417,1.8606,1.23269,1.77528,0.000193836,0.000193836,0.000193836
58,33040.4,1.54373,1.11964,1.42957,0.7772,0.64052,0.69016,0.32176,1.86138,1.22174,1.78611,0.00018953,0.00018953,0.00018953
59,33729.3,1.52808,1.08448,1.41591,0.79443,0.64142,0.68976,0.31783,1.8876,1.22169,1.79237,0.000185223,0.000185223,0.000185223
60,34522.1,1.527,1.09654,1.41994,0.78768,0.63499,0.68547,0.322,1.87435,1.23286,1.79413,0.000180917,0.000180917,0.000180917
61,35567.7,1.53487,1.09372,1.41946,0.77454,0.62561,0.67279,0.30771,1.91532,1.23833,1.82498,0.00017661,0.00017661,0.00017661
62,36664.5,1.5103,1.07083,1.41312,0.77135,0.6446,0.68135,0.31656,1.88853,1.22262,1.78923,0.000172304,0.000172304,0.000172304
63,37678.5,1.52829,1.09416,1.4349,0.78985,0.65452,0.68916,0.32114,1.8825,1.21473,1.79794,0.000167997,0.000167997,0.000167997
64,38230.2,1.50507,1.06764,1.4137,0.78497,0.63626,0.68295,0.31977,1.88318,1.21324,1.7915,0.000163691,0.000163691,0.000163691
65,38781.8,1.524,1.08701,1.41774,0.76663,0.65332,0.69048,0.32294,1.86318,1.21025,1.78329,0.000159384,0.000159384,0.000159384
66,39334.7,1.51489,1.06505,1.41194,0.76787,0.65405,0.68632,0.3195,1.8834,1.21456,1.79487,0.000155078,0.000155078,0.000155078
67,39886.2,1.50425,1.05813,1.40352,0.76198,0.66343,0.68654,0.31344,1.8999,1.22831,1.81965,0.000150771,0.000150771,0.000150771
68,40415.3,1.50089,1.06432,1.41499,0.78506,0.6462,0.69023,0.3249,1.86457,1.2037,1.78471,0.000146464,0.000146464,0.000146464
69,40939.2,1.50058,1.0725,1.42019,0.78575,0.64606,0.69046,0.31767,1.89584,1.20973,1.81303,0.000142158,0.000142158,0.000142158
70,41460.1,1.49331,1.06009,1.40548,0.78158,0.65865,0.69116,0.31931,1.87716,1.20432,1.79976,0.000137852,0.000137852,0.000137852
71,41982.8,1.50306,1.05741,1.39837,0.77764,0.64845,0.69006,0.31203,1.91834,1.22462,1.82669,0.000133545,0.000133545,0.000133545
72,42504.2,1.50536,1.04592,1.40315,0.78096,0.64012,0.68973,0.31316,1.8999,1.20493,1.81197,0.000129239,0.000129239,0.000129239
73,43022,1.48365,1.05096,1.40713,0.76911,0.65677,0.69147,0.32354,1.87741,1.20775,1.79806,0.000124932,0.000124932,0.000124932
74,43540.4,1.48648,1.04168,1.39994,0.78577,0.64601,0.69519,0.32324,1.87135,1.1988,1.79331,0.000120626,0.000120626,0.000120626
75,44055.4,1.47927,1.04868,1.40663,0.79239,0.63783,0.68366,0.31313,1.90221,1.21081,1.82002,0.000116319,0.000116319,0.000116319
76,44573.8,1.48363,1.02774,1.38773,0.77752,0.66494,0.69561,0.3274,1.87771,1.19399,1.79674,0.000112013,0.000112013,0.000112013
77,45108.3,1.48339,1.04658,1.39337,0.78147,0.6469,0.68747,0.31375,1.90648,1.20914,1.82116,0.000107706,0.000107706,0.000107706
78,45656.9,1.47916,1.02804,1.39051,0.78359,0.64731,0.69426,0.32028,1.89382,1.20597,1.80896,0.000103399,0.000103399,0.000103399
79,46204.2,1.47329,1.03194,1.39816,0.78921,0.64133,0.6947,0.32293,1.87715,1.19074,1.80152,9.9093e-05,9.9093e-05,9.9093e-05
80,46736.4,1.479,1.0335,1.37949,0.78768,0.65462,0.69902,0.32412,1.88609,1.18733,1.81399,9.47865e-05,9.47865e-05,9.47865e-05
81,47273.5,1.47431,1.03029,1.389,0.78253,0.65996,0.69608,0.32373,1.88463,1.1846,1.80368,9.048e-05,9.048e-05,9.048e-05
82,47807.2,1.46288,1.01214,1.38128,0.76272,0.66408,0.68973,0.31491,1.90675,1.1989,1.82684,8.61735e-05,8.61735e-05,8.61735e-05
83,48343.5,1.46901,1.02141,1.38023,0.78623,0.6496,0.69399,0.32179,1.89126,1.18864,1.81431,8.1867e-05,8.1867e-05,8.1867e-05
84,48887.1,1.48497,1.02818,1.39956,0.76964,0.66423,0.69679,0.32145,1.89849,1.18713,1.81918,7.75605e-05,7.75605e-05,7.75605e-05
85,49424.1,1.45995,1.00542,1.36643,0.79399,0.6486,0.69614,0.32346,1.8819,1.17666,1.8061,7.3254e-05,7.3254e-05,7.3254e-05
86,49954.2,1.45169,1.01222,1.38825,0.77595,0.65624,0.69329,0.31696,1.92049,1.18863,1.84258,6.89475e-05,6.89475e-05,6.89475e-05
87,50485.5,1.45292,1.01076,1.37919,0.79356,0.64601,0.69464,0.32025,1.89307,1.18333,1.81538,6.4641e-05,6.4641e-05,6.4641e-05
88,51018.2,1.46062,1.01202,1.37424,0.72085,0.65584,0.6934,0.31948,1.89525,1.18736,1.82975,6.03345e-05,6.03345e-05,6.03345e-05
89,51555.1,1.45838,1.01136,1.37702,0.78078,0.65433,0.69343,0.32,1.90547,1.17597,1.84316,5.6028e-05,5.6028e-05,5.6028e-05
90,52082.7,1.45419,0.99856,1.37395,0.77773,0.65713,0.69884,0.32118,1.90654,1.1835,1.82582,5.17215e-05,5.17215e-05,5.17215e-05
91,52592,1.48818,0.99463,1.44247,0.78067,0.6503,0.69204,0.31744,1.90394,1.20325,1.83769,4.7415e-05,4.7415e-05,4.7415e-05
92,53098.9,1.47393,0.96897,1.44157,0.7784,0.66151,0.69332,0.31913,1.89322,1.18991,1.82293,4.31085e-05,4.31085e-05,4.31085e-05
93,53603.4,1.46651,0.96775,1.43059,0.80154,0.64645,0.69212,0.31939,1.8958,1.19091,1.82123,3.8802e-05,3.8802e-05,3.8802e-05
94,54105.1,1.46423,0.96644,1.42693,0.77764,0.65568,0.69176,0.32335,1.88943,1.18541,1.81802,3.44955e-05,3.44955e-05,3.44955e-05
95,54609.7,1.44972,0.94914,1.4007,0.80196,0.64343,0.691,0.32019,1.89824,1.18101,1.82303,3.0189e-05,3.0189e-05,3.0189e-05
96,55110.9,1.4578,0.95871,1.41503,0.8069,0.64582,0.69537,0.32073,1.89631,1.18218,1.828,2.58825e-05,2.58825e-05,2.58825e-05
97,55613.3,1.4552,0.95641,1.42334,0.80202,0.64594,0.69454,0.32345,1.89018,1.17959,1.82243,2.1576e-05,2.1576e-05,2.1576e-05
98,56113.5,1.44257,0.94155,1.40767,0.79716,0.64785,0.69053,0.32106,1.8986,1.18139,1.82908,1.72695e-05,1.72695e-05,1.72695e-05
99,56616.8,1.44123,0.94491,1.41192,0.80258,0.64797,0.69246,0.32113,1.89923,1.18549,1.82715,1.2963e-05,1.2963e-05,1.2963e-05
100,57117.5,1.45016,0.94937,1.42206,0.80172,0.64825,0.69346,0.32047,1.89908,1.18283,1.82854,8.6565e-06,8.6565e-06,8.6565e-06
